timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Relative Humidity [2 m],Basel Relative Humidity [2 m],Basel Mean Sea Level Pressure [MSL],Basel Mean Sea Level Pressure [MSL],Basel Mean Sea Level Pressure [MSL],Basel Precipitation Total,Basel Snowfall Amount,Basel Cloud Cover Total,Basel Cloud Cover High [high cld lay],Basel Cloud Cover Medium [mid cld lay],Basel Cloud Cover Low [low cld lay],Basel Sunshine Duration,Basel Shortwave Radiation,Basel Direct Shortwave Radiation,Basel Diffuse Shortwave Radiation,Basel Wind Gust,Basel Wind Gust,Basel Wind Gust,Basel Wind Speed [10 m],Basel Wind Speed [10 m],Basel Wind Speed [10 m],Basel Wind Direction Dominant [10 m],Basel Wind Speed [80 m],Basel Wind Speed [80 m],Basel Wind Speed [80 m],Basel Wind Direction Dominant [80 m]
20100925T0000,9.630529,13.880529,11.733861,73,92,82.708336,1004.3,1010.4,1006.14594,2.8,0,98.291664,56.166668,74.291664,90.291664,18.510635,1984.6998,664.2829,1320.4171,18,37.079998,27.734999,11.966953,25.862436,16.657263,312.28143,15.94601,32.654995,22.006575,313.52173
20100926T0000,6.6105285,12.360529,9.498445,68,90,79.083336,1010.4,1012.8,1011.1418,0.1,0,74.041664,0,0.45833334,74.041664,274.46808,3480.7903,2063.6025,1417.1874,5.7599998,25.56,18.765001,3.8773184,17.935081,12.035336,273.60913,9.178235,19.862083,16.246414,274.14862
20100927T0000,5.4205284,13.480529,9.313862,64,94,77.666664,1012.1,1015.4,1013.01263,0,0,54.75,0,0,54.75,158.04486,3898.2002,2425.3252,1472.8745,1.4399999,21.96,10.364999,0.35999998,12.758432,7.225673,249.00401,1.08,19.35314,10.3954,252.81142
20100928T0000,6.9805284,15.110529,11.028446,56,94,77,1015.2,1019.4,1016.97076,0,0,87.833336,4.0833335,26.5,72.833336,143.6507,4175.8794,2564.0803,1611.7996,4.32,14.759999,10.065,3.0758414,13.049689,6.9326825,287.23718,5.6920996,13.37825,9.731562,289.2943
20100929T0000,8.240529,16.440529,12.230113,61,82,71.625,1017.4,1020.5,1018.97925,0,0,14.083333,6.7916665,5.4166665,8.208333,668.72406,4615.54,2796.6252,1818.9146,2.52,11.879999,6.6749988,2.0991426,9.793058,5.4910617,292.89056,0.8049845,13.708391,5.9806857,332.24146
20100930T0000,10.100529,14.620529,12.281779,75,93,85.666664,1015,1018.5,1016.86676,3,0,97.208336,52.208332,82.125,82.708336,0,1793.3501,783.4649,1009.8852,1.08,24.84,6.285,1.484318,9.3669195,4.168778,147.52881,0.8049845,17.339897,5.78797,166.6075
20101001T0000,9.320529,16.690529,13.256779,56,91,76.708336,1012.9,1016.5,1014.88763,0,0,51.74167,36.916668,40.041668,19.541666,502.3987,4140.2803,2549.2354,1591.0446,1.8,33.12,12.779998,1.609969,14.512064,7.107453,252.39737,0.71999997,21.38897,10.4205675,255.68518
20101002T0000,9.750529,19.87053,14.064279,61,92,73.083336,1012.5,1015.3,1014.2249,0,0,85.67084,37.166668,73.75,59.375,141.83723,2783.92,1423.1172,1360.803,1.08,12.599999,7.679999,3.219938,11.770403,8.357865,113.451614,3.7585104,26.496098,11.655373,124.229095
20101003T0000,9.500529,22.760529,16.267612,57,94,75.125,1006.5,1013.1,1009.9958,0,0,17.312502,17.5,10.416667,12.5,676.10364,4332.52,2611.7402,1720.7798,5.3999996,24.48,12.209999,8.587338,20.073025,13.062275,120.850525,15.629971,32.06426,23.409828,121.66545
20101004T0000,11.110529,23.920528,16.58053,54,93,72.916664,997.1,1006.8,1002.37067,0.7,0,29.199999,14.666667,26.875,10.208333,535.0485,4247.97,2559.0989,1688.871,1.8,56.519997,23.295,2.52,32.91983,17.576763,110.24107,2.6208394,45.36714,27.611479,113.371376
20101005T0000,13.740529,19.04053,16.04053,65,94,79.041664,1002.9,1012.7,1008.3167,0.8,0,39.004166,9.333333,30.333334,32.75,554.0404,3996.99,2408.4155,1588.5742,1.4399999,30.960001,14.025001,1.835647,19.44,10.675231,254.76297,0.71999997,22.66857,13.6714525,246.09796
20101006T0000,9.0505295,21.680529,15.655529,61,93,77.416664,1011.5,1015.3,1012.51263,0,0,3.4791667,10.625,0,0.29166666,658.80475,4172.32,2505.7483,1666.5717,4.68,14.759999,9.014998,4.1046314,15.778518,10.273329,116.3354,2.9024127,26.161375,16.301992,120.32186
20101007T0000,12.200529,22.360529,17.45553,60,86,72.208336,1015.4,1019,1017.15826,0,0,1.3125,4.375,0,0,681.5936,4114.4697,2469.6025,1644.8678,3.96,30.239998,10.829998,4.198285,12.313893,7.636051,113.52707,3.4152596,23.241617,11.933675,111.62381
20101008T0000,10.910529,21.600529,16.660112,62,87,77.208336,1016.3,1018.5,1017.4084,0,0,12.991668,9.916667,11.416667,0,494.89307,4014.7903,2405.2302,1609.5598,2.16,30.960001,15.615002,0.8049845,18.455048,9.938281,107.73666,1.484318,27.558228,16.885754,113.83124
20101009T0000,8.900529,20.690529,15.860944,65,93,78.791664,1011.9,1018,1015.41675,0,0,13.841666,6,6.7916665,6.9166665,626.8299,3994.3198,2391.3125,1603.0073,3.2399998,31.68,12.390002,1.2979984,13.5515,8.470822,104.850334,2.5455842,24.567198,15.452046,114.4668
20101010T0000,7.6405287,17.04053,12.918027,55,92,72.875,1006.1,1012,1009.17487,0,0,47.34583,8.875,45.583332,0,309.6055,3889.2998,2324.5698,1564.73,4.68,48.239998,23.954996,1.835647,16.700275,10.404788,98.57771,0.5091169,28.19285,16.145037,108.55548
20101011T0000,4.5305285,13.930529,8.988862,59,94,78.166664,1007.3,1011.9,1009.36255,0,0,32.608334,31.125,0,30.458334,404.89752,3662.3499,2234.9844,1427.3656,1.8,26.64,6.1200004,0,8.12197,4.775251,309.00464,1.2979984,19.523155,6.3507724,301.67548
20101012T0000,4.8305287,15.920529,9.563445,63,96,80.625,1010.6,1014.9,1012.9792,0,0,21.458334,0,0,21.458334,409.28333,3839.4595,2290.8901,1548.5697,0.71999997,15.84,5.9549994,0.71999997,11.298495,4.196523,328.29858,0,15.111424,5.2873826,322.23416
20101013T0000,3.7305286,14.240529,7.9780293,64,95,84.166664,1011.1,1014.3,1013.04584,0,0,38.875,0,0,38.875,407.4,3368.6501,2181.7725,1186.8778,2.8799999,17.64,8.174999,2.7416782,11.753877,6.2705455,304.4761,2.5959969,16.394829,7.460858,313.40103
20101014T0000,5.040529,12.870529,8.046779,71,96,87,1013.5,1015.9,1014.54156,0,0,67.70417,0.20833333,0,67.666664,120,3001.08,1923.6653,1077.4148,0.71999997,19.8,6.2849994,0.71999997,10.365251,4.7472415,320.8016,0.8049845,19.562946,6.513151,336.14243
20101015T0000,3.2505286,12.760529,7.703029,67,94,82.541664,1011.1,1015.7,1013.7415,0,0,43.81667,19.625,1.625,41,399.9312,3577.7998,2131.1301,1446.6699,2.8799999,20.16,8.249999,2.2768397,16.167967,6.4815087,314.24615,0,23.039999,8.597076,334.05463
20101016T0000,6.2805285,10.090529,7.958861,78,94,85.625,1009,1012,1010.7334,6.3000007,0,95.833336,17.375,75.041664,95.833336,0,1259.35,350.44016,908.90985,6.4799995,27.359999,17.879997,4.452954,15.379206,10.327444,260.0987,6.638072,19.881649,14.007592,269.47797
20101017T0000,4.4005284,10.520529,7.323862,72,96,87.541664,1011.8,1017.1,1014.60004,4,0,100,0,57.291668,100,0,1498.7601,592.453,906.30695,7.92,36.36,26.324997,6.5693827,23.42491,15.698119,356.8202,10.495713,29.268686,21.108421,359.748
20101018T0000,3.7505286,9.990529,6.5396957,68,96,84.791664,1017.3,1022.1,1019.94165,0,0,66.833336,0,0,66.833336,338.06665,3082.0698,1919.0087,1163.0613,6.12,15.84,11.400001,5.3999996,13.979872,9.107185,324.6599,6.9527545,14.830076,11.291051,331.85675
20101019T0000,2.1005285,11.930529,7.322195,65,90,80.541664,1008.9,1019.7,1014.1833,0.3,0,66.049995,40.958332,50.708332,54.916668,50.827835,2247.2498,1381.4454,865.80457,2.16,55.079998,26.85,2.8116899,29.175552,15.845104,248.79614,3.2599385,37.137623,20.191854,256.34445
20101020T0000,4.7205286,8.440529,7.023863,74,90,83.291664,1008.5,1021.4,1013.4124,3.6999998,0,84.083336,0,35.125,84.083336,25.531916,1448.03,602.3506,845.67926,22.68,44.28,37.950005,13.722565,29.339449,21.56939,277.32925,19.803272,36.65995,28.74642,278.65448
20101021T0000,1.9005287,8.470529,4.7721953,61,95,79.041664,1022.2,1028.2,1025.7167,0,0,32.600002,0.33333334,0,32.5,392.61667,3295.67,1958.4817,1337.1884,1.4399999,30.960001,8.160001,0.35999998,15.905319,5.1138034,259.71863,0.5091169,22.963936,7.5086,267.15997
20101022T0000,1.8905287,10.740529,6.4567795,62,84,70.375,1018.9,1025.8,1022.6125,0.2,0,62.795834,47.916668,53.541668,33.791668,32.360905,1933.9701,1176.4598,757.51,1.08,12.24,5.2649994,3.6,10.446206,5.859011,107.13753,3.096837,18.723461,8.068395,104.45242
20101023T0000,6.9005284,15.930529,11.306779,58,95,77.041664,1009,1018.6,1013.8542,2.1,0,91.987495,49.291668,61.916668,73.791664,70.01809,2345.15,1416.041,929.109,2.16,46.44,18.765,1.8,21.479664,10.545524,221.45203,1.08,28.512817,14.750091,223.92122
20101024T0000,7.0605288,12.080529,8.937197,70,90,80.166664,1009.2,1014,1011.8709,2.8,0,93.958336,66.583336,87.916664,86.041664,20.695744,1131.1901,467.47626,663.7137,8.28,52.199997,26.445,7.10031,23.906818,13.234958,263.0346,10.144082,31.655441,18.550594,266.80313
20101025T0000,3.5905285,9.400529,6.0380282,60,96,81.541664,1013.7,1023.6,1017.9167,0,0,67.375,14.5,64.625,56.25,206.68669,2734.9702,1675.0939,1059.8761,23.4,44.639996,32.069996,10.30883,29.598919,19.584059,7.9009705,19.602652,33.47032,25.733137,10.721359
20101026T0000,-0.41947132,8.360529,3.1942787,64,95,86.25,1023.9,1030.9,1028.2833,0,0,53.895832,2.7083333,6.375,47.083332,316.39368,2882.71,1722.4822,1160.2277,2.52,7.5599995,5.2499995,0.8049845,7.771331,4.503345,325.7843,0.5091169,17.786331,6.2456036,47.62639
20101027T0000,2.7005286,11.900529,7.0934463,58,81,68.416664,1023.8,1028.8,1026.5126,0,0,47.916668,29.333334,21.208334,37.916668,247.87767,2665.55,1605.2135,1060.3364,3.2399998,30.239998,12.03,5.1165614,13.891522,8.820544,117.27676,8.669949,24.122686,14.480365,122.568405
20101028T0000,5.8805285,13.490529,9.747613,51,78,62,1021.4,1024.9,1023.3459,0,0,47.270832,31.041666,22.291666,33.791668,366.069,2635.29,1639.5555,995.7344,0.71999997,7.92,4.4999995,1.1384199,7.24486,4.7090726,124.13037,1.2979984,11.183201,5.291306,129.6913
20101029T0000,3.6605287,16.71053,9.729695,56,89,72.291664,1009.2,1020.9,1014.96655,0,0,1.8874999,6.2916665,0,0,596.87146,3124.7898,1822.2097,1302.5802,5.3999996,18,11.039998,6.9247384,21.470612,13.582733,120.29768,13.281023,32.399998,23.83197,122.80696
20101030T0000,6.7005286,13.370529,9.854694,72,89,78.916664,1006.8,1008.9,1008.08746,0,0,80.433334,47.666668,77.625,32.833332,24.25532,1886.7999,1069.0652,817.7347,2.8799999,16.919998,7.0949993,1.08,14.372974,8.081985,102.01541,0.71999997,25.140787,12.53679,112.95619
20101031T0000,7.1005287,15.840529,10.876362,57,87,75.666664,997.6,1005.7,1001.39996,0,0,71.67083,59.25,71.583336,12.583333,209.27446,2293.5298,1237.9865,1055.5436,3.6,32.039997,13.9349985,2.0364676,15.141414,9.025625,93.16884,1.2979984,27.381306,13.526215,92.361374
20101101T0000,8.630529,15.060529,11.412197,67,89,79.041664,998.7,1011.6,1006.5208,0,0,66.70417,55.666668,66.416664,16.75,357.89362,2839.0999,1651.6292,1187.4706,9,26.28,13.77,5.3999996,14.693999,9.336776,297.65942,5.7599998,20.799152,12.326977,309.36774
20101102T0000,7.1905284,12.960529,9.870111,71,93,83.625,1011.3,1021,1016.84174,0,0,60.516666,30.916666,7.5416665,52.041668,298.1366,2289.97,1409.7223,880.2477,7.2,24.119999,13.95,5.0911684,16.394829,9.912778,277.72015,6.9153743,19.917469,13.4126625,280.35397
20101103T0000,6.5305285,15.980529,11.227195,64,87,77.041664,1019.5,1024.3,1020.8916,0,0,73.395836,64.625,37.291668,57.458332,142.97871,2222.3298,1350.8279,871.5021,5.7599998,28.44,13.605,4.8965297,20.275383,9.701188,233.99535,5.3517847,23.828083,13.883053,242.49078
20101104T0000,10.540529,19.14053,14.202613,69,86,78,1024.6,1028.9,1027.1915,0,0,45.458332,24.416666,0,41.875,248.56525,2071.0298,1254.0828,816.9472,6.12,27.72,15.089999,3.5455887,18.782204,9.598571,235.64566,6.151683,22.608458,15.826118,247.36653
20101105T0000,10.100529,16.500528,13.755115,64,92,80.125,1025.2,1029.2,1027.5582,0,0,53.3625,2.5833333,0,53.25,279.52658,1934.86,1182.2372,752.6228,7.5599995,32.399998,18.99,4.8965297,21.349546,10.717041,257.51016,10.041354,24.57511,16.609537,263.08716
20101106T0000,9.160529,15.970529,12.7813635,68,92,76.125,1010.5,1024.4,1018.675,0,0,55.995834,51.041668,36.208332,19.041666,213.70213,2299.7603,1365.8071,933.95294,9.36,41.399998,29.19,6.519877,23.4,12.245281,254.40546,10.390226,27.0024,18.901396,255.86194
20101107T0000,7.5805287,12.240529,9.648028,76,96,84.541664,1000.5,1010.5,1004.07916,2.4999998,0,99.833336,72.5,92.75,92.541664,0,1027.0599,441.6936,585.3664,4.68,39.6,16.35,4.072935,26.141552,9.833489,294.4682,4.3498964,33.014175,13.487469,287.5855
20101108T0000,4.4905286,9.200529,6.4180284,55,91,76.125,979.6,999.5,989.1626,2.8,0,86.625,24.291666,74.75,58.375,123.21525,2231.23,1325.8182,905.4117,7.2,50.76,26.024996,2.1897945,22.007162,12.550838,208.68314,4.896529,27.684914,16.218874,215.2277
20101109T0000,3.7305286,11.790529,7.641779,61,92,76.208336,977,981.9,978.92505,0,0,81.166664,13.916667,78.916664,61.416668,95.34468,2257.04,1347.8301,909.20984,6.8399997,42.48,22.53,6.151683,21.413193,12.918072,173.72353,6.9527545,26.576681,17.084196,185.06577
20101110T0000,6.4905286,12.120529,8.758029,58,88,75.375,982,1005.2,990.5583,0.1,0,99.041664,29.541666,97.666664,90.333336,10.851063,1225.53,747.9049,477.62494,4.68,47.519997,27.255,1.484318,28.449112,12.815579,233.05984,2.8799999,37.08699,17.695795,233.53566
20101111T0000,2.2605286,11.3005295,6.5021954,51,90,75.166664,1002.4,1015,1010.10004,2,0,47.708332,37.125,37.958332,40.333332,344.01773,2394.0999,1414.7927,979.30707,2.52,96.12,38.01,2.52,42.827896,18.767073,227.2348,2.968636,57.96447,25.500357,231.77136
20101112T0000,8.350529,16.07053,13.293445,68,80,72.666664,1001.7,1007.5,1005.1418,0.6,0,86.375,57.916668,64,70.541664,0,1413.3201,950.3802,462.93976,50.76,94.67999,68.954994,16.92383,42.512016,34.09743,245.0296,23.051247,55.496075,44.381546,245.13412
20101113T0000,13.390529,18.740528,15.699696,55,73,65.583336,1004.3,1008.2,1006.2959,0,0,25.39583,27.833334,5.0833335,16.958334,500.17487,2412.7898,1383.202,1029.5879,5.3999996,65.88,44.520004,4.452954,34.30594,22.283869,236.94202,6.924738,45.25416,30.360857,237.9204
20101114T0000,4.8705287,19.30053,11.73178,44,96,72.458336,1002.7,1009,1004.5083,0,0,6.5208335,1.875,1.6666666,5.9583335,564.8168,2340.7,1340.9617,999.7382,5.04,43.199997,13.619999,0.8049845,21.767351,11.230347,149.49333,5.8048253,30.472675,16.278196,173.57126
20101115T0000,6.9805284,11.030529,9.329278,82,97,91.875,1008.4,1014.1,1010.50836,4.7,0,100,37.416668,87.5,95.833336,0,790.32,250.85399,539.466,2.52,39.239998,21.284998,2.4149535,25.264202,13.559494,319.1665,7.2359104,31.973186,18.287844,323.3895
20101116T0000,4.9205284,6.5905285,5.6292787,88,96,92.25,1013.6,1018.5,1016.89575,9.8,0,100,56.708332,72.083336,100,0,525.99,77.319336,448.6706,2.16,39.239998,22.26,1.8,21.96,12.601979,351.61096,2.2768397,29.738703,16.550703,353.76654
20101117T0000,3.0605285,8.160529,5.2034454,70,96,85.75,1006.9,1015.9,1010.4917,0,0,69.083336,0,1.8333334,67.25,172.04007,2125.3198,1213.8816,911.43823,2.16,21.599998,9.735,0.8049845,16.071491,8.245402,106.37642,1.4399999,25.49908,11.690303,108.04341
20101118T0000,2.9005284,9.440529,5.689278,68,93,83.041664,1007.1,1014,1010.021,0,0,79.125,7.1666665,54.791668,59.375,8.297872,1476.5099,860.10657,616.4035,1.08,17.64,6.645,0.71999997,13.797912,5.1930556,198.91107,1.08,17.309973,6.61565,229.08562
20101119T0000,3.6905286,9.980529,6.8521957,68,90,80.041664,1014.2,1017.3,1015.9207,0.1,0,51.458332,0.8333333,23.166666,40.541668,179.36171,1810.2601,1070.1078,740.15216,3.2399998,12.24,6.224999,0.35999998,10.30883,5.8110204,130.1261,0.35999998,14.081478,6.6283092,133.0615
20101120T0000,2.3705285,10.710529,6.6392784,61,88,73.583336,1008.3,1017.1,1013.2542,0,0,72.70417,36.375,67.833336,52.791668,65.74468,1923.2899,1122.1349,801.15515,3.2399998,21.96,11.835,2.5959969,18.214718,9.512007,107.109566,2.8116899,27.86921,14.824651,112.11117
20101121T0000,2.1905286,6.4405284,4.394695,76,93,85.208336,1001.4,1007.7,1004.6875,0,0,94.041664,73.875,94.041664,43.416668,0,1367.0402,771.7946,595.2453,1.08,16.56,7.1699996,1.1384199,12.594856,5.871809,314.26862,0.35999998,15.876775,7.3735695,316.62024
20101122T0000,1.8405286,4.7105284,3.2680285,79,94,88.083336,998.8,1003.3,1001.3042,3.3,0,100,51.416668,97.208336,83.666664,0,719.12006,244.53957,474.58047,3.96,31.68,15.644998,3.319036,16.23596,10.170769,279.14853,5.8048253,21.599998,13.101338,280.64865
20101123T0000,1.3205286,5.2705283,3.5155284,69,89,82.916664,1003.1,1009.3,1005.96265,0.70000005,0,85.625,14.333333,46.125,84.666664,31.914896,1172.1299,769.478,402.65198,15.4800005,33.839996,24.734999,11.928989,17.643673,14.767808,278.76434,14.973577,23.411074,19.604246,279.69095
20101124T0000,1.4605286,5.3405285,3.310529,71,91,80.916664,1008.5,1010.8,1009.89166,0.70000005,0.42000002,88.666664,2.25,9.875,88.416664,38.297874,1364.37,722.6124,641.75745,27.72,46.8,36.119995,13.779114,25.323128,21.335052,259.06256,20.275385,33.26252,27.460526,259.42853
20101125T0000,1.2105286,6.9705286,3.6626117,61,90,77.958336,999.8,1009.9,1004.9751,0.5,0.07,89.916664,0.125,71.583336,89.666664,8.351065,1017.26996,520.5061,496.76385,5.04,43.199997,20.505,3.96,19.734436,10.367751,222.39153,5.991594,23.4,14.572842,230.2026
20101126T0000,-1.4194714,3.3005285,0.44636202,75,96,86.625,998.8,1007.2,1004.9124,12.900002,8.820001,95.041664,0.041666668,58.458332,72.958336,32.553192,1974.91,1123.537,851.3729,6.12,48.96,36.105,2.8116899,38.526726,28.847635,278.9645,4.68,43.211998,33.49348,280.3
20101127T0000,-4.1094713,0.7105287,-1.4628048,67,94,82.125,1002.1,1007.4,1005.0332,2.1,1.47,65.75,0,51,63.916668,57.650715,1259.35,862.6554,396.69464,6.8399997,32.039997,21.314999,6.3690495,27.748037,19.124844,136.155,2.0991426,32.2396,21.835245,135.913
20101128T0000,-2.7094715,2.8605285,0.12552859,71,92,83.041664,1000.5,1004.9,1002.60004,0,0,73.708336,22.375,58.208332,47.291668,95.74468,1930.4098,1091.764,838.646,6.12,30.599998,13.739999,5.771239,24.312662,12.714741,137.29059,6.28713,33.043606,14.783002,130.82701
20101129T0000,-5.4294715,2.5505285,0.24719526,78,95,88.375,1000.7,1013.6,1006.95416,0.2,0.14,57.208332,0,27.208334,57.125,213.16579,1271.81,890.586,381.22397,5.7599998,52.56,32.879997,4.802999,38.774857,21.790747,255.12553,5.6002855,48.02999,27.45246,257.28165
20101130T0000,-9.049471,3.5405285,-2.6861374,58,89,76.75,1003.1,1015.1,1009.3208,0,0,36.25,0,33.25,3,303.9936,2033.6499,1149.038,884.61206,6.12,33.12,18.075,4.5820518,18.388212,11.164612,87.89139,3.96,23.319553,13.716354,92.09269
20101201T0000,-3.1994715,0.91052866,-1.2007215,74,94,83.625,995.1,1002.6,997.84595,4.2,2.7300003,100,16.041666,97.916664,86,0,906.9099,553.6519,353.2581,2.52,57.96,26.009996,1.08,37.641953,16.549208,201.31787,2.0991426,44.628384,18.927906,202.75096
20101202T0000,-6.2394714,0.73052865,-2.8398879,70,89,81.166664,1000.3,1010,1007.03754,0,0,60.916668,4.0833335,30.291666,47.791668,250.30426,1974.02,1114.1052,859.91473,3.96,66.6,26.640007,1.5273507,42.493725,18.515451,261.2374,1.609969,50.780422,22.93058,260.576
20101203T0000,-5.5894713,0.61052865,-2.8894718,70,92,84.333336,1007.3,1014.5,1009.51666,0,0,40.291668,0.5,21.708334,35.583332,313.81772,1945.5399,1096.9489,848.59106,1.08,17.64,8.054999,4.6102495,15.745627,9.475419,85.710846,7.9932966,18,13.056595,95.179794
20101204T0000,-3.9994717,1.1005287,-1.8769712,61,95,80.166664,1015.4,1022.1,1019.7083,0,0,46.99167,10.041667,8.625,39.416668,379.76263,1886.7999,1063.5679,823.23193,1.8,27.359999,12.914998,2.16,15.517629,9.2906885,172.40535,3.096837,19.523155,9.740502,196.59612
20101205T0000,-2.8694715,3.9005284,0.34094515,74,98,86.708336,1004.9,1019.4,1012.05005,1.8,0,100,96.166664,100,66.666664,0,558.92,188.2597,370.6603,1.08,64.799995,15.314999,5.0911684,28.03612,12.633762,131.00908,0.35999998,36.969738,13.644088,144.92767
20101206T0000,1.7405287,3.5905285,2.6105285,92,98,93.875,996.4,1004,999.1418,33.3,0,100,91.958336,100,100,0,283.91,18.993036,264.91696,0.71999997,24.119999,14.55,3.319036,24.066206,15.893891,107.769966,7.208994,32.209442,20.808128,112.345955
20101207T0000,3.2005286,10.270529,7.5759454,83,97,91.708336,996.5,1002.2,999.6624,10.3,0,78.15417,31.583334,61.208332,75.75,55.962765,1270.0299,786.98047,483.04947,4.32,68.76,19.17,1.1384199,27.859905,10.442563,186.95296,2.9024127,40.104065,14.7583685,216.97594
20101208T0000,3.6005285,14.460529,9.393445,65,97,85.25,999.8,1002.7,1001.32086,0.70000005,0,62.470837,19.5,58.208332,52.25,84.255325,1025.28,582.4382,442.84183,0.71999997,73.799995,25.26,2.0991426,31.731092,13.933487,188.18639,2.1897945,44.234608,18.80315,200.09523
20101209T0000,-1.3294713,10.930529,1.2330287,67,92,83.208336,1003.5,1031.7,1023.0625,4.8,3.1499999,57.1375,11.875,22.208334,50,427.0087,1825.3899,1026.3921,798.99786,11.159999,47.88,33.825,10.144082,39.24165,27.320032,290.1363,12.538134,41.406258,31.289522,292.14664
20101210T0000,-1.1094713,3.5705285,1.1238619,74,92,83.458336,1031,1034.2,1032.8583,0.5,0.35,75.541664,1.125,4.4583335,75.541664,2.147163,947.85,564.1629,383.6872,31.68,51.48,42.449993,19.255793,36.67232,29.19016,259.04968,29.301876,41.910244,35.430687,259.17242
20101211T0000,1.4805287,5.5605288,3.1709452,74,92,84.166664,1023,1032.5,1027.3998,0.1,0,71.737495,1.25,0.7916667,70.958336,72.76596,1511.2201,862.874,648.346,38.88,50.399998,46.515,21.518847,39.119267,30.280937,260.30298,32.491867,43.493008,37.16832,260.01764
20101212T0000,0.9505287,4.5705285,2.6355288,69,95,85.25,1016.9,1022.1,1018.75415,0,0,82.375,8.833333,6.0416665,82.375,191.48936,1509.44,874.69824,634.74176,14.759999,45,28.694998,13.1041975,29.519999,19.8699,279.43176,15.379206,34.57687,23.543043,280.5419
20101213T0000,-4.1694713,0.5705287,-1.3044714,55,96,80.791664,1018.2,1024.4,1022.1873,0,0,56.291668,0,0,56.291668,280.53333,1461.3799,881.99133,579.3887,0.71999997,35.64,21.404997,0.35999998,30.36403,16.390001,39.00746,1.609969,31.129074,19.27847,34.58133
20101214T0000,-4.9394712,-0.6194713,-2.8382213,47,91,77.625,1022.9,1029.5,1025.1542,0.6,0.42000002,74.875,0,18.291666,72.875,46.59575,1513.8899,865.20514,648.6848,3.96,34.56,14.774999,1.835647,28.08923,12.192027,329.6176,3.319036,32.072342,13.189252,329.0036
20101215T0000,-4.7694716,-0.87947136,-2.9007215,53,93,79.125,1024.4,1030.3,1028.2832,0.3,0.21000001,93.166664,10.875,78.791664,79.5,52.340427,1676.76,942.093,734.66693,5.7599998,43.92,23.1,2.8116899,36.44722,19.615807,299.77942,4.198285,41.38121,21.580498,299.33228
20101216T0000,-3.7594714,0.24052864,-1.7407213,55,94,76.666664,1001.5,1023.9,1016.39154,0.5,0.35000002,88.458336,41.5,57.291668,73.666664,140.7227,1655.4,929.6611,725.7389,8.64,82.799995,32.144993,3.96,61.627327,24.372992,253.57437,4.68,72.32058,27.510904,251.76878
20101217T0000,-3.5194714,1.6005287,-0.74197143,73,96,84.25,991.8,1001.2,997.38336,5.8000007,4.06,96,2.1666667,91.5,92.208336,0,1371.49,762.23914,609.25085,10.799999,82.799995,43.11,8.435069,61.265606,32.60638,259.1582,7.8954163,72.076454,38.14255,257.93286
20101218T0000,-5.9294715,1.8005286,-2.3123884,62,86,72.083336,1000.8,1002.8,1001.85834,0,0,64.458336,0,40.833332,56.416668,219.36595,1501.4299,864.41016,637.01984,13.32,56.519997,25.755,5.6920996,23.006226,17.434862,216.37671,5.692099,33.58821,23.147446,226.1141
20101219T0000,-1.2094713,5.8305287,2.8130286,55,95,76.208336,996.6,1001,998.97095,1.1,0,94.333336,20.625,72.125,88.333336,45.994682,1057.32,598.2902,459.02975,6.12,108,51.69,7.208994,73.392334,31.661325,216.21448,10.182337,88.18898,38.49446,221.24634
20101220T0000,4.8505287,8.600529,6.707195,71,93,80.791664,1000.2,1005.5,1003.23334,5.8999996,0,98.75,4.25,82.25,97.916664,0,1021.72003,659.1964,362.5236,48.239998,97.92,70.02,19.959719,62.984562,36.668365,244.8482,27.086262,74.72753,47.074955,244.55016
20101221T0000,0.59052867,7.1605287,4.8292785,76,95,84.083336,1002.2,1007.2,1005.3582,0.4,0,77.200005,64.666664,71.041664,66.625,0,687.97,298.92596,389.04404,6.8399997,69.84,26.595001,6.28713,31.485083,15.057815,166.48238,8.14587,43.199997,22.384064,164.32825
20101222T0000,3.8805285,9.930529,6.130945,78,93,86.416664,998.7,1002.8,1000.79584,7.899999,0,84.916664,33.083332,59,83.791664,159.57446,1022.61,521.7086,500.90134,10.440001,35.64,20.429998,8.891343,21.120682,14.847968,117.47856,17.174677,31.89202,23.894608,120.32419
20101223T0000,3.2405286,8.790529,5.9259453,80,96,89,994.1,999.3,996.6084,0,0,86.775,74.041664,81.291664,37.875,95.2399,1262.02,742.08417,519.93585,2.16,30.599998,6.674999,1.2979984,14.264361,5.8216476,107.7912,2.2768397,26.00486,9.911101,110.504974
20101224T0000,-1.8094714,4.540529,1.0601119,93,96,95.25,995.1,1007.1,1000.16656,21.5,13.860001,100,44.541668,75,100,0,287.47,15.932455,271.53754,5.04,46.44,22.095,3.5455887,35.656357,16.482857,332.87158,3.96,41.500053,19.518124,336.67426
20101225T0000,-5.5494714,-1.7894714,-3.1644714,77,95,90.458336,1007.5,1025.3,1016.62506,4.1,2.87,98.125,26.166666,84.041664,98.125,0,1284.27,748.709,535.5611,16.56,50.399998,33.405,15.124284,38.535137,26.70638,9.654434,11.885453,44.732803,29.4039,10.231171
